title;link;downloaded;notesTaken
"Construction d'une mezzanine : solivage avec étriers à queue d'aronde - LPMDP #45";"https://www.youtube.com/watch?v=bsCRL2bWuQA";false;false
"Plateau pyrogravé à partir de tasseaux de bois";"https://www.youtube.com/watch?v=3zDJdhwRIaI";false;false
"Plancher d'étage et finitions de la mezzanine - LPMDP #46";"https://www.youtube.com/watch?v=T1R8_pcvnTQ";false;false
"Bâche pendant la construction bois -  LPMDP #47";"https://www.youtube.com/watch?v=JpCI30XImaM";false;false
"Bêtisier de Noël - LPMDP";"https://www.youtube.com/watch?v=3-EcL3IwIhM";false;false
"Vlog #1 -  Bonne année, FAQ, Autonomie, Permaculture, Apiculture";"https://www.youtube.com/watch?v=5tciY3ywRgY";false;false
"Murs en ossature bois de l'étage - LPMDP #48";"https://www.youtube.com/watch?v=v0Sb-VbTzMA";false;false
"Assemblage et contreventement des murs en ossature bois de l'étage - LPMDP #49";"https://www.youtube.com/watch?v=SJNBd7ty4Ko";false;false
"Ossature du toit monopente - LPMDP #50";"https://www.youtube.com/watch?v=FDpONawGCGI";false;false
"Pare-pluie rigide sur la toiture, ça tourne mal - LPMDP #51";"https://www.youtube.com/watch?v=OkIROY0DrWk";false;false
"Vivre en autonomie - Objectifs et Motivations";"https://www.youtube.com/watch?v=GnoaRZIk6P0";false;false
"Vlog #2 - Spoiler alert, FAQ et Eurobois";"https://www.youtube.com/watch?v=Os49T2ZJ7dA";false;false
"Vivre en autonomie - Bilan année 1 [2017]";"https://www.youtube.com/watch?v=FJA598OLrcs";false;false
"Pose du bacacier en toiture - LPMDP #52";"https://www.youtube.com/watch?v=ufDGaRWHBvQ";false;false
"[Live] FAQ des Pingouins - On répond à vos questions";"https://www.youtube.com/watch?v=Dnk2wnvRAt8";false;false
"Isolation en fibre de bois et pare pluie rigide - LPMDP#53";"https://www.youtube.com/watch?v=fBChUADNhEM";false;false
"Finitions du pare pluie rigide - LPMDP #54";"https://www.youtube.com/watch?v=9b6EMQm1nDc";false;false
"MOB industrielles et belles machines - Eurobois 2018";"https://www.youtube.com/watch?v=9xxVWg5kD5U";false;false
"Nous soutenir ? - Vlog #3";"https://www.youtube.com/watch?v=y3rKHNET1OA";false;false
"Préparation du tableau de fenêtre - LPMDP #55";"https://www.youtube.com/watch?v=ZEw9-3bZxpc";false;false
"Poser une fenêtre en tunnel sur ossature bois - LPMDP #56";"https://www.youtube.com/watch?v=y0_2_ozHHZk";false;false
"Montage du cadre de la baie vitrée - LPMDP #57";"https://www.youtube.com/watch?v=0jEGw_oC1IA";false;false
"Pose de la baie vitrée alu en tunnel - LPMDP #58";"https://www.youtube.com/watch?v=E1lZ4pJqBnk";false;false
"Premiers semis - LJDP #2";"https://www.youtube.com/watch?v=YiJweZdHnZ4";false;false
"Potager et permaculture : notre philosophie - LJDP #1";"https://www.youtube.com/watch?v=CqEwW7jMSec";false;false
"Finitions du bacacier : rives, faîtage, aérations - LPMDP #59";"https://www.youtube.com/watch?v=0SaKdzebOdU";false;false
"Installation de la gouttière - LPMDP #60";"https://www.youtube.com/watch?v=QjOFDaFdiK4";false;false
"Support de mugs DIY en bois";"https://www.youtube.com/watch?v=bvCnIJfBX7k";false;false
"Isolation thermique du toit en fibre de bois - LPMDP #61";"https://www.youtube.com/watch?v=nCBvyoVInhM";false;false
"5 Astuces de chantier en autoconstruction - LPMDP Bonus";"https://www.youtube.com/watch?v=wuqDu0EyB6w";false;false
"Potalive #1 - Visite de notre installation au potager et premiers retours";"https://www.youtube.com/watch?v=5dgI7ZJi0RM";false;false
"Détecter les ponts thermiques d'une maison grâce à la caméra thermique - LPMDP #62";"https://www.youtube.com/watch?v=YJ_CqS_IWAc";false;false
"Ce que révèle une caméra thermique dans une vielle maison - LPMDP #62 Bonus";"https://www.youtube.com/watch?v=dxp5PzKhHgM";false;false
"Sécurité et vêtements de travail - LPMDP Bonus";"https://www.youtube.com/watch?v=gCFAM2wh4a4";false;false
"Fabrication d'un abri pour le bois - LPMDP #63";"https://www.youtube.com/watch?v=_PLU2mQTvX0";false;false
"Nouveaux Pingouins, concours 20 000 abonnés, changement de musique - Vlog #4";"https://www.youtube.com/watch?v=dPgyMdoVWbg";false;false
"Fabrication d'une passerelle sur muralière - LPMDP #64";"https://www.youtube.com/watch?v=ULVCAW5CMAQ";false;false
"Astuce travaux mezzanine : plancher provisoire - LPMDP #65";"https://www.youtube.com/watch?v=sfCs9893P4I";false;false
"Contreventement toiture monopente - LPMDP #66";"https://www.youtube.com/watch?v=lrvM8fy0WZY";false;false
"1 an d'autoconstruction, visite de chantier - LPMDP Bonus";"https://www.youtube.com/watch?v=1_TadjsrTqg";false;false
"Contreventement et arrachement MOB - Erreurs à éviter - LPMDP #67";"https://www.youtube.com/watch?v=5EknwcbEJoo";false;false
"Contreventement et arrachement MOB - Réparation de nos erreurs - LPMDP #68";"https://www.youtube.com/watch?v=XRhy4pKdTK8";false;false
"Visite de Potager Juillet - Potalive #2";"https://www.youtube.com/watch?v=qQpAPBYCWTY";false;false
"Départ du bardage bois et grilles anti-rongeur - LPMDP #69";"https://www.youtube.com/watch?v=ZHenPzG97RE";false;false
"Pose bardage bois en Douglas hors aubier - LPMDP #70";"https://www.youtube.com/watch?v=BtkcCbwcPqE";false;false
"Bardage bois et contours des fenêtres - LPMDP #71";"https://www.youtube.com/watch?v=fIvRtimlbW0";false;false
"Huile de finition pour bardage bois - LPMDP #72";"https://www.youtube.com/watch?v=q2H78aTE-HQ";false;false
"Sous faces de toiture en aluminium - LPMDP #73";"https://www.youtube.com/watch?v=C93rniyAplc";false;false
"Fabrication d'une ruche et récupération d'un essaim - LADP #2";"https://www.youtube.com/watch?v=hGw0oNutUvk";false;false
"Merci beaucoup les Pingouins !";"https://www.youtube.com/watch?v=E0E06Ad-u8Y";false;false
"Apiculture : notre philosophie - LADP #1";"https://www.youtube.com/watch?v=3xAaeS5Rm2U";false;false
"Finitions des rives de toiture et cornières du bardage en aluminium - LPMDP #74";"https://www.youtube.com/watch?v=ZQbLmW0cn9E";false;false
"Fabriquer une lampe en 2h - Défis makers #UltimateDefi";"https://www.youtube.com/watch?v=S4eA6DVcH7U";false;false
"[Live OFF] Résultat du Concours des 20.000 abonnés";"https://www.youtube.com/watch?v=yrh3vyKjPjE";false;false
"Conseils d'un apiculteur pour débuter l'apiculture - LADP #3";"https://www.youtube.com/watch?v=ANNppI719PA";false;false
"Les meilleurs livres d'apiculture - LADP #4";"https://www.youtube.com/watch?v=70K1akc8wDY";false;false
